ID Major Occupation Group,Major Occupation Group,ID Minor Occupation Group,Minor Occupation Group,ID Broad Occupation,Broad Occupation,ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,Record Count,Slug Detailed Occupation,PUMS Degree Field,ID PUMS Degree Field,Slug PUMS Degree Field
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,439051,"Mail clerks & mail machine operators, except postal service",2016,2016,TRUE,TRUE,806,697.0133171,23688.3201,9546.164277,8,mail-clerks-mail-machine-operators-except-postal-service,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,353021,"Combined food preparation & serving workers, including fast food",2016,2016,TRUE,TRUE,2001,1098.235086,19915.34633,7315.78525,18,combined-food-preparation-serving-workers-including-fast-food,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,439041,Insurance claims & policy processing clerks,2016,2016,TRUE,TRUE,5026,1740.5179,36240.89136,7800.562926,51,insurance-claims-policy-processing-clerks,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131070,Human resources workers,2016,2016,TRUE,TRUE,10798,2551.116505,63803.28209,11986.25311,116,human-resources-workers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,353022,"Counter attendants, cafeteria, food concession, & coffee shop",2016,2016,TRUE,TRUE,657,629.2981604,17794.89346,13195.45072,6,counter-attendants-cafeteria-food-concession-coffee-shop,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,1721YY,"Miscellaneous engineers, including nuclear engineers",2016,2016,TRUE,TRUE,4300,1609.913581,86617.09395,14395.10266,46,miscellaneous-engineers-including-nuclear-engineers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,439022,Word processors & typists,2016,2016,TRUE,TRUE,5012,1738.092174,30965.09816,7000.677583,44,word-processors-typists,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,353031,Waiters & waitresses,2016,2016,TRUE,TRUE,25598,3927.711148,23609.627,2383.144674,220,waiters-waitresses,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,439021,Data entry keyers,2016,2016,TRUE,TRUE,4312,1612.158341,28959.06494,9428.181913,39,data-entry-keyers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131081,Logisticians,2016,2016,TRUE,TRUE,2088,1121.855412,55435.91954,16361.18934,17,logisticians,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,353041,"Food servers, nonrestaurant",2016,2016,TRUE,TRUE,821,703.4692381,21020.29963,13007.22946,8,food-servers-nonrestaurant,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,172141,Mechanical engineers,2016,2016,TRUE,TRUE,1839,1052.841212,75224.47417,12977.56683,14,mechanical-engineers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,439011,Computer operators,2016,2016,TRUE,TRUE,1239,864.1886564,43844.47135,22870.43832,14,computer-operators,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,436010,Secretaries & administrative assistants,2016,2016,TRUE,TRUE,42531,5062.488215,41117.86697,3666.326693,419,secretaries-administrative-assistants,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131111,Management analysts,2016,2016,TRUE,TRUE,12734,2770.372465,92997.87027,20421.03983,137,management-analysts,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,359031,"Hosts & hostesses, restaurant, lounge, & coffee shop",2016,2016,TRUE,TRUE,3449,1441.837128,14160.77472,3529.807592,31,hosts-hostesses-restaurant-lounge-coffee-shop,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,172110,"Industrial engineers, including health & safety",2016,2016,TRUE,TRUE,2005,1099.332209,75355.37157,20033.25521,17,industrial-engineers-including-health-safety,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,435081,Stock clerks & order fillers,2016,2016,TRUE,TRUE,9461,2387.971555,24520.11923,5273.902109,84,stock-clerks-order-fillers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,350000,Food Preparation & Serving Related Occupations,350000,Food Preparation & Serving Related Occupations,3590XX,"Miscellaneous food preparation & serving related workers, including dining room & cafeteria attendants & bartender helpers",2016,2016,TRUE,TRUE,2383,1198.486705,22643.5854,7501.54025,13,miscellaneous-food-preparation-serving-related-workers-including-dining-room-cafeteria-attendants-bartender-helpers,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",110000-130000,"Management, business, & financial occupations",130000,Business & financial operations occupations,131121,"Meeting, convention, & event planners",2016,2016,TRUE,TRUE,5628,1841.803938,43988.69936,11547.65536,51,meeting-convention-event-planners,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,435071,"Shipping, receiving, & traffic clerks",2016,2016,TRUE,TRUE,2776,1293.541431,32588.90202,6075.281797,24,shipping-receiving-traffic-clerks,Visual & Performing Arts,50,visual-performing-arts
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,172070,Electrical & electronics engineers,2016,2016,TRUE,TRUE,646,624.0078496,61570.79876,44659.81128,8,electrical-electronics-engineers,Visual & Performing Arts,50,visual-performing-arts
310000-390000,Service Occupations,370000,Building & Grounds Cleaning & Maintenance Occupations,370000,Building & Grounds Cleaning & Maintenance Occupations,371012,"Firstline supervisors of landscaping, lawn service, & groundskeeping workers",2016,2016,TRUE,TRUE,1065,801.2129717,37094.75305,13841.00807,9,firstline-supervisors-of-landscaping-lawn-service-groundskeeping-workers,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,435061,"Production, planning, & expediting clerks",2016,2016,TRUE,TRUE,8588,2275.139077,37956.46763,6126.704661,76,production-planning-expediting-clerks,Visual & Performing Arts,50,visual-performing-arts
410000-430000,Sales & Office Occupations,430000,Office & Administrative Support Occupations,430000,Office & Administrative Support Occupations,435053,"Postal service mail sorters, processors, & processing machine operators",2016,2016,TRUE,TRUE,486,541.242844,32231.6214,17488.9076,6,postal-service-mail-sorters-processors-processing-machine-operators,Visual & Performing Arts,50,visual-performing-arts
